id,length,freq_A,freq_C,freq_D,freq_E,freq_F,freq_G,freq_H,freq_I,freq_K,freq_L,freq_M,freq_N,freq_P,freq_Q,freq_R,freq_S,freq_T,freq_V,freq_W,freq_Y,label
sp|P30125|LEU3_ECOLI,363,0.1184573002754821,0.01652892561983471,0.06336088154269973,0.06887052341597796,0.03581267217630854,0.0881542699724518,0.02203856749311295,0.0743801652892562,0.03581267217630854,0.09641873278236915,0.024793388429752067,0.03581267217630854,0.05234159779614325,0.03581267217630854,0.06060606060606061,0.05234159779614325,0.03305785123966942,0.049586776859504134,0.005509641873278237,0.030303030303030304,1
sp|P34945|SYS_THET2,421,0.10926365795724466,0.004750593824228029,0.035629453681710214,0.11163895486935867,0.028503562945368172,0.0665083135391924,0.019002375296912115,0.023752969121140142,0.04275534441805225,0.1377672209026128,0.021377672209026127,0.021377672209026127,0.0665083135391924,0.03800475059382423,0.09501187648456057,0.0332541567695962,0.028503562945368172,0.06413301662707839,0.014251781472684086,0.03800475059382423,1
sp|P40711|ARFB_ECOLI,140,0.12857142857142856,0.0,0.02142857142857143,0.07857142857142857,0.007142857142857143,0.05,0.03571428571428571,0.07857142857142857,0.07857142857142857,0.07857142857142857,0.02142857142857143,0.014285714285714285,0.02857142857142857,0.03571428571428571,0.12142857142857143,0.09285714285714286,0.05,0.05714285714285714,0.0,0.02142857142857143,1
sp|P56206|SYG_THET8,506,0.07707509881422925,0.001976284584980237,0.05533596837944664,0.1007905138339921,0.037549407114624504,0.0691699604743083,0.023715415019762844,0.039525691699604744,0.04743083003952569,0.10474308300395258,0.023715415019762844,0.03162055335968379,0.0533596837944664,0.03359683794466403,0.08893280632411067,0.02766798418972332,0.05138339920948617,0.07114624505928854,0.017786561264822136,0.043478260869565216,1
sp|P56930|RL25_THETH,206,0.07281553398058252,0.0,0.05339805825242718,0.13106796116504854,0.02912621359223301,0.05825242718446602,0.02912621359223301,0.043689320388349516,0.05825242718446602,0.10194174757281553,0.014563106796116505,0.019417475728155338,0.07766990291262135,0.019417475728155338,0.07766990291262135,0.043689320388349516,0.014563106796116505,0.1262135922330097,0.0,0.02912621359223301,1
sp|P60785|LEPA_ECOLI,599,0.07679465776293823,0.01669449081803005,0.07345575959933222,0.07011686143572621,0.03005008347245409,0.07011686143572621,0.01669449081803005,0.06844741235392321,0.06176961602671119,0.1001669449081803,0.021702838063439065,0.03672787979966611,0.04006677796327212,0.041736227045075125,0.05843071786310518,0.05175292153589316,0.04674457429048414,0.08347245409015025,0.00333889816360601,0.03171953255425709,1
sp|P61488|AK_THET2,405,0.1382716049382716,0.0024691358024691358,0.044444444444444446,0.07160493827160494,0.024691358024691357,0.08888888888888889,0.027160493827160494,0.07407407407407407,0.03950617283950617,0.08148148148148149,0.03209876543209877,0.009876543209876543,0.04691358024691358,0.04197530864197531,0.05432098765432099,0.037037037037037035,0.05925925925925926,0.0962962962962963,0.0024691358024691358,0.027160493827160494,1
sp|P61497|PHR_THET8,420,0.12380952380952381,0.002380952380952381,0.04523809523809524,0.08333333333333333,0.03333333333333333,0.07857142857142857,0.02857142857142857,0.002380952380952381,0.02857142857142857,0.14523809523809525,0.009523809523809525,0.016666666666666666,0.10476190476190476,0.016666666666666666,0.11666666666666667,0.01904761904761905,0.016666666666666666,0.05476190476190476,0.03571428571428571,0.0380952380952381,1
sp|P80373|RS4_THET8,209,0.04784688995215311,0.019138755980861243,0.03349282296650718,0.07655502392344497,0.028708133971291867,0.0861244019138756,0.014354066985645933,0.03349282296650718,0.06698564593301436,0.11004784688995216,0.019138755980861243,0.028708133971291867,0.05263157894736842,0.03827751196172249,0.15311004784688995,0.05263157894736842,0.009569377990430622,0.08133971291866028,0.004784688995215311,0.0430622009569378,1
sp|P96142|SYV_THETH,862,0.09976798143851508,0.010440835266821345,0.04640371229698376,0.11252900232018562,0.03596287703016241,0.060324825986078884,0.01740139211136891,0.029002320185614848,0.0568445475638051,0.11832946635730858,0.02088167053364269,0.019721577726218097,0.06148491879350348,0.02320185614849188,0.08700696055684455,0.03596287703016241,0.04176334106728538,0.06496519721577726,0.029002320185614848,0.029002320185614848,1
sp|P98005|COX13_THET8,791,0.09734513274336283,0.0,0.020227560050568902,0.02654867256637168,0.08849557522123894,0.08596713021491782,0.0316055625790139,0.04424778761061947,0.02654867256637168,0.1415929203539823,0.03034134007585335,0.03034134007585335,0.0493046776232617,0.02402022756005057,0.02781289506953224,0.0493046776232617,0.056890012642225034,0.07711757269279393,0.04298356510745891,0.0493046776232617,1
sp|Q53VY2|CAS3_THET8,920,0.12173913043478261,0.0010869565217391304,0.04021739130434782,0.10108695652173913,0.03152173913043478,0.08804347826086957,0.020652173913043477,0.006521739130434782,0.02826086956521739,0.16195652173913044,0.009782608695652175,0.013043478260869565,0.06847826086956521,0.02826086956521739,0.10434782608695652,0.03369565217391304,0.02608695652173913,0.075,0.01956521739130435,0.020652173913043477,1
sp|Q53W17|CSM6_THET8,464,0.15517241379310345,0.0,0.036637931034482756,0.09267241379310345,0.034482758620689655,0.07758620689655173,0.015086206896551725,0.010775862068965518,0.04310344827586207,0.17456896551724138,0.010775862068965518,0.017241379310344827,0.05818965517241379,0.03017241379310345,0.08405172413793104,0.02586206896551724,0.023706896551724137,0.0625,0.010775862068965518,0.036637931034482756,1
sp|Q53W83|KDGK_THET8,309,0.13592233009708737,0.0,0.03559870550161812,0.10355987055016182,0.045307443365695796,0.11650485436893204,0.012944983818770227,0.003236245954692557,0.022653721682847898,0.13592233009708737,0.012944983818770227,0.009708737864077669,0.04854368932038835,0.012944983818770227,0.09385113268608414,0.038834951456310676,0.022653721682847898,0.10679611650485436,0.012944983818770227,0.02912621359223301,1
sp|Q53WG9|CAS6_THET8,211,0.10426540284360189,0.0,0.02843601895734597,0.0947867298578199,0.02843601895734597,0.08056872037914692,0.009478672985781991,0.004739336492890996,0.05687203791469194,0.16113744075829384,0.009478672985781991,0.014218009478672985,0.08056872037914692,0.03317535545023697,0.11848341232227488,0.023696682464454975,0.037914691943127965,0.08056872037914692,0.023696682464454975,0.009478672985781991,1
sp|Q53WI0|HOA_THET8,347,0.15561959654178675,0.002881844380403458,0.05763688760806916,0.07780979827089338,0.023054755043227664,0.09798270893371758,0.02881844380403458,0.040345821325648415,0.040345821325648415,0.11815561959654179,0.03170028818443804,0.01440922190201729,0.0345821325648415,0.02881844380403458,0.05763688760806916,0.037463976945244955,0.0345821325648415,0.07780979827089338,0.008645533141210375,0.03170028818443804,1
sp|Q56218|NQO6_THET8,181,0.11049723756906077,0.022099447513812154,0.04419889502762431,0.06077348066298342,0.03314917127071823,0.06629834254143646,0.0,0.03314917127071823,0.04419889502762431,0.0718232044198895,0.055248618784530384,0.03314917127071823,0.06629834254143646,0.03867403314917127,0.08839779005524862,0.055248618784530384,0.027624309392265192,0.09944751381215469,0.027624309392265192,0.022099447513812154,1
sp|Q56221|NQO2_THET8,181,0.0718232044198895,0.03314917127071823,0.03314917127071823,0.12154696132596685,0.03867403314917127,0.08839779005524862,0.027624309392265192,0.03867403314917127,0.03867403314917127,0.09944751381215469,0.016574585635359115,0.0055248618784530384,0.06077348066298342,0.03867403314917127,0.06077348066298342,0.027624309392265192,0.06077348066298342,0.08839779005524862,0.011049723756906077,0.03867403314917127,1
sp|Q56223|NQO3_THET8,783,0.11877394636015326,0.019157088122605363,0.04086845466155811,0.0970625798212005,0.034482758620689655,0.07918263090676884,0.033205619412515965,0.02554278416347382,0.05363984674329502,0.11877394636015326,0.020434227330779056,0.01532567049808429,0.07407407407407407,0.019157088122605363,0.07535121328224777,0.024265644955300127,0.03959131545338442,0.07662835249042145,0.01277139208173691,0.021711366538952746,1
sp|Q56232|AAPAT_THET8,385,0.13766233766233765,0.0025974025974025974,0.033766233766233764,0.09610389610389611,0.03636363636363636,0.06753246753246753,0.015584415584415584,0.025974025974025976,0.03636363636363636,0.09610389610389611,0.01818181818181818,0.023376623376623377,0.06493506493506493,0.02077922077922078,0.08311688311688312,0.046753246753246755,0.05974025974025974,0.0987012987012987,0.007792207792207792,0.02857142857142857,1
sp|Q5SH28|BE_THET8,520,0.12307692307692308,0.0,0.03653846153846154,0.11153846153846154,0.03653846153846154,0.08269230769230769,0.04038461538461539,0.015384615384615385,0.028846153846153848,0.11538461538461539,0.015384615384615385,0.009615384615384616,0.0673076923076923,0.026923076923076925,0.09038461538461538,0.026923076923076925,0.04038461538461539,0.057692307692307696,0.028846153846153848,0.046153846153846156,1
sp|Q5SHN6|EFTU1_THET8,406,0.06896551724137931,0.0024630541871921183,0.059113300492610835,0.09113300492610837,0.029556650246305417,0.0960591133004926,0.029556650246305417,0.05172413793103448,0.04926108374384237,0.0665024630541872,0.029556650246305417,0.027093596059113302,0.05665024630541872,0.022167487684729065,0.0665024630541872,0.017241379310344827,0.07635467980295567,0.12807881773399016,0.0049261083743842365,0.027093596059113302,1
sp|Q5SHT5|MUTS2_THET8,744,0.12903225806451613,0.0013440860215053765,0.033602150537634407,0.12903225806451613,0.020161290322580645,0.06854838709677419,0.012096774193548387,0.020161290322580645,0.051075268817204304,0.17338709677419356,0.01478494623655914,0.012096774193548387,0.06048387096774194,0.026881720430107527,0.10887096774193548,0.03494623655913978,0.026881720430107527,0.06048387096774194,0.0013440860215053765,0.01478494623655914,1
sp|Q5SHZ4|GYRB_THET8,634,0.0914826498422713,0.0015772870662460567,0.04100946372239748,0.11041009463722397,0.03470031545741325,0.09936908517350158,0.026813880126182965,0.04258675078864353,0.06309148264984227,0.10725552050473186,0.015772870662460567,0.028391167192429023,0.04258675078864353,0.033123028391167195,0.07097791798107256,0.033123028391167195,0.03943217665615142,0.07728706624605679,0.0031545741324921135,0.03785488958990536,1
sp|Q5SHZ8|BIKB_THET8,395,0.10632911392405063,0.0,0.04556962025316456,0.08607594936708861,0.04050632911392405,0.09367088607594937,0.030379746835443037,0.04050632911392405,0.06582278481012659,0.12658227848101267,0.007594936708860759,0.02278481012658228,0.04050632911392405,0.017721518987341773,0.06582278481012659,0.0379746835443038,0.05063291139240506,0.08607594936708861,0.007594936708860759,0.027848101265822784,1
sp|Q5SI82|FTSH_THET8,624,0.125,0.0016025641025641025,0.052884615384615384,0.09294871794871795,0.041666666666666664,0.08814102564102565,0.017628205128205128,0.035256410256410256,0.04326923076923077,0.10416666666666667,0.022435897435897436,0.017628205128205128,0.05448717948717949,0.020833333333333332,0.09294871794871795,0.030448717948717948,0.04807692307692308,0.08653846153846154,0.008012820512820512,0.016025641025641024,1
sp|Q5SIA8|PYRG_THET8,550,0.07818181818181819,0.0018181818181818182,0.04,0.09272727272727273,0.034545454545454546,0.09454545454545454,0.02909090909090909,0.05090909090909091,0.04181818181818182,0.10545454545454545,0.016363636363636365,0.02,0.06,0.02727272727272727,0.08181818181818182,0.04181818181818182,0.04727272727272727,0.09818181818181818,0.005454545454545455,0.03272727272727273,1
sp|Q5SIC2|SYDND_THET8,422,0.07582938388625593,0.0,0.04265402843601896,0.11137440758293839,0.04265402843601896,0.08293838862559241,0.023696682464454975,0.026066350710900472,0.04028436018957346,0.13270142180094788,0.018957345971563982,0.011848341232227487,0.05924170616113744,0.030805687203791468,0.0971563981042654,0.03317535545023697,0.04028436018957346,0.07582938388625593,0.014218009478672985,0.04028436018957346,1
sp|Q5SID7|CRP_THET8,216,0.125,0.0,0.032407407407407406,0.10185185185185185,0.041666666666666664,0.08796296296296297,0.027777777777777776,0.018518518518518517,0.018518518518518517,0.20833333333333334,0.009259259259259259,0.009259259259259259,0.037037037037037035,0.032407407407407406,0.09259259259259259,0.041666666666666664,0.027777777777777776,0.06018518518518518,0.0,0.027777777777777776,1
sp|Q5SIJ1|HICDH_THET8,334,0.12275449101796407,0.008982035928143712,0.05389221556886228,0.08083832335329341,0.029940119760479042,0.08682634730538923,0.014970059880239521,0.059880239520958084,0.041916167664670656,0.10479041916167664,0.014970059880239521,0.023952095808383235,0.05688622754491018,0.011976047904191617,0.07784431137724551,0.03592814371257485,0.059880239520958084,0.09281437125748503,0.0029940119760479044,0.017964071856287425,1
sp|Q5SIL0|SDRP_THET8,202,0.10891089108910891,0.0,0.039603960396039604,0.12376237623762376,0.024752475247524754,0.09405940594059406,0.01485148514851485,0.0297029702970297,0.04455445544554455,0.14356435643564355,0.009900990099009901,0.01485148514851485,0.04455445544554455,0.034653465346534656,0.09405940594059406,0.0297029702970297,0.04455445544554455,0.07425742574257425,0.0,0.0297029702970297,1
sp|Q5SIY4|LEU3_THET8,345,0.1246376811594203,0.0,0.043478260869565216,0.09565217391304348,0.04057971014492753,0.10434782608695652,0.017391304347826087,0.03188405797101449,0.0463768115942029,0.11014492753623188,0.017391304347826087,0.014492753623188406,0.07246376811594203,0.005797101449275362,0.06666666666666667,0.0463768115942029,0.03768115942028986,0.10144927536231885,0.008695652173913044,0.014492753623188406,1
sp|Q5SJ58|METY2_THET8,412,0.14805825242718446,0.007281553398058253,0.03155339805825243,0.0825242718446602,0.03398058252427184,0.08980582524271845,0.01699029126213592,0.012135922330097087,0.03155339805825243,0.16019417475728157,0.009708737864077669,0.014563106796116505,0.055825242718446605,0.02669902912621359,0.06796116504854369,0.03398058252427184,0.055825242718446605,0.08495145631067962,0.012135922330097087,0.024271844660194174,1
sp|Q5SJ65|UDGB_THET8,219,0.1141552511415525,0.0182648401826484,0.0228310502283105,0.0730593607305936,0.0410958904109589,0.0958904109589041,0.0365296803652968,0.0091324200913242,0.0273972602739726,0.1415525114155251,0.0136986301369863,0.0136986301369863,0.0821917808219178,0.0136986301369863,0.1095890410958904,0.0365296803652968,0.045662100456621,0.0593607305936073,0.0136986301369863,0.0319634703196347,1
sp|Q5SJC4|RUVC_THET8,166,0.1686746987951807,0.0,0.012048192771084338,0.0783132530120482,0.030120481927710843,0.10240963855421686,0.04819277108433735,0.030120481927710843,0.05421686746987952,0.10843373493975904,0.024096385542168676,0.006024096385542169,0.05421686746987952,0.030120481927710843,0.060240963855421686,0.012048192771084338,0.024096385542168676,0.12048192771084337,0.006024096385542169,0.030120481927710843,1
sp|Q5SK28|SPEE_THET8,314,0.07643312101910828,0.0,0.06050955414012739,0.09235668789808917,0.054140127388535034,0.06369426751592357,0.044585987261146494,0.03821656050955414,0.041401273885350316,0.09554140127388536,0.03503184713375796,0.01910828025477707,0.06050955414012739,0.01910828025477707,0.0732484076433121,0.022292993630573247,0.054140127388535034,0.09872611464968153,0.0031847133757961785,0.04777070063694268,1
sp|Q5SK82|TLBP_THET8,361,0.11080332409972299,0.0,0.04709141274238227,0.05263157894736842,0.060941828254847646,0.08310249307479224,0.01662049861495845,0.04986149584487535,0.04986149584487535,0.08587257617728532,0.024930747922437674,0.0221606648199446,0.055401662049861494,0.038781163434903045,0.07479224376731301,0.038781163434903045,0.038781163434903045,0.08033240997229917,0.027700831024930747,0.04155124653739612,1
sp|Q5SK88|METY1_THET8,421,0.1163895486935867,0.0,0.026128266033254157,0.07838479809976247,0.040380047505938245,0.09263657957244656,0.040380047505938245,0.0332541567695962,0.04275534441805225,0.12826603325415678,0.011876484560570071,0.030878859857482184,0.057007125890736345,0.035629453681710214,0.052256532066508314,0.040380047505938245,0.06413301662707839,0.06413301662707839,0.019002375296912115,0.026128266033254157,1
sp|Q5SKC5|UDGA_THET8,205,0.08780487804878048,0.01951219512195122,0.02926829268292683,0.08780487804878048,0.03414634146341464,0.07317073170731707,0.014634146341463415,0.06341463414634146,0.07317073170731707,0.1024390243902439,0.01951219512195122,0.02926829268292683,0.09268292682926829,0.04390243902439024,0.06829268292682927,0.01951219512195122,0.03902439024390244,0.06829268292682927,0.01951219512195122,0.014634146341463415,1
sp|Q5SKN9|LCFCS_THET8,541,0.10166358595194085,0.0036968576709796672,0.038817005545286505,0.09242144177449169,0.033271719038817,0.09057301293900184,0.027726432532347505,0.022181146025878003,0.051756007393715345,0.11645101663585952,0.02033271719038817,0.022181146025878003,0.06284658040665435,0.0166358595194085,0.06469500924214418,0.036968576709796676,0.051756007393715345,0.09796672828096119,0.014787430683918669,0.033271719038817,1
sp|Q5SL87|RUVB_THET8,324,0.09876543209876543,0.0,0.037037037037037035,0.1111111111111111,0.024691358024691357,0.08950617283950617,0.024691358024691357,0.05864197530864197,0.030864197530864196,0.16049382716049382,0.015432098765432098,0.006172839506172839,0.06481481481481481,0.021604938271604937,0.10185185185185185,0.018518518518518517,0.05555555555555555,0.05555555555555555,0.0,0.024691358024691357,1
sp|Q5SM16|TRMH_THET8,194,0.10824742268041238,0.005154639175257732,0.05154639175257732,0.08247422680412371,0.03608247422680412,0.05670103092783505,0.030927835051546393,0.02577319587628866,0.04639175257731959,0.11855670103092783,0.015463917525773196,0.02577319587628866,0.04639175257731959,0.02577319587628866,0.10824742268041238,0.030927835051546393,0.05154639175257732,0.09278350515463918,0.015463917525773196,0.02577319587628866,1
sp|Q5SM25|NRNA_THET8,324,0.10185185185185185,0.0,0.05864197530864197,0.08024691358024691,0.037037037037037035,0.09876543209876543,0.024691358024691357,0.033950617283950615,0.040123456790123455,0.11728395061728394,0.012345679012345678,0.018518518518518517,0.06172839506172839,0.015432098765432098,0.06172839506172839,0.043209876543209874,0.04938271604938271,0.10493827160493827,0.009259259259259259,0.030864197530864196,1
sp|Q5SMC7|DUSAL_THET8,342,0.09649122807017543,0.005847953216374269,0.038011695906432746,0.1023391812865497,0.03216374269005848,0.08771929824561403,0.02046783625730994,0.017543859649122806,0.038011695906432746,0.13450292397660818,0.029239766081871343,0.017543859649122806,0.05847953216374269,0.023391812865497075,0.12573099415204678,0.03508771929824561,0.02631578947368421,0.0847953216374269,0.008771929824561403,0.017543859649122806,1
sp|Q5SMF6|ACNA_THET8,902,0.07760532150776053,0.0033259423503325942,0.050997782705099776,0.08536585365853659,0.03547671840354767,0.09090909090909091,0.012195121951219513,0.03991130820399113,0.0598669623059867,0.10864745011086474,0.024390243902439025,0.03436807095343681,0.058758314855875834,0.02106430155210643,0.057649667405764965,0.04212860310421286,0.0565410199556541,0.09090909090909091,0.008869179600886918,0.041019955654102,1
sp|Q5SMG8|MGTE_THET8,450,0.09333333333333334,0.0,0.06888888888888889,0.09111111111111111,0.022222222222222223,0.057777777777777775,0.011111111111111112,0.03333333333333333,0.028888888888888888,0.18,0.017777777777777778,0.011111111111111112,0.044444444444444446,0.02,0.06888888888888889,0.03333333333333333,0.051111111111111114,0.12222222222222222,0.013333333333333334,0.03111111111111111,1
sp|Q72IB8|PRODH_THET2,307,0.09446254071661238,0.0,0.03908794788273615,0.10749185667752444,0.029315960912052116,0.06514657980456026,0.016286644951140065,0.029315960912052116,0.04234527687296417,0.16938110749185667,0.013029315960912053,0.009771986970684038,0.048859934853420196,0.02280130293159609,0.11726384364820847,0.029315960912052116,0.029315960912052116,0.07166123778501629,0.009771986970684038,0.05537459283387622,1
sp|Q72J02|TTUC_THET2,271,0.09225092250922509,0.02214022140221402,0.04059040590405904,0.06642066420664207,0.02952029520295203,0.08856088560885608,0.02214022140221402,0.014760147601476014,0.033210332103321034,0.12915129151291513,0.01845018450184502,0.02214022140221402,0.08118081180811808,0.03690036900369004,0.07380073800738007,0.025830258302583026,0.02952029520295203,0.13284132841328414,0.0036900369003690036,0.03690036900369004,1
sp|Q72JC0|PILA4_THET2,131,0.1450381679389313,0.015267175572519083,0.030534351145038167,0.022900763358778626,0.030534351145038167,0.04580152671755725,0.007633587786259542,0.08396946564885496,0.04580152671755725,0.08396946564885496,0.022900763358778626,0.07633587786259542,0.03816793893129771,0.030534351145038167,0.022900763358778626,0.0916030534351145,0.08396946564885496,0.07633587786259542,0.007633587786259542,0.03816793893129771,1
sp|Q72LF3|TTUA_THET2,321,0.08722741433021806,0.03115264797507788,0.028037383177570093,0.09657320872274143,0.03426791277258567,0.08411214953271028,0.01557632398753894,0.021806853582554516,0.056074766355140186,0.13395638629283488,0.01557632398753894,0.018691588785046728,0.04361370716510903,0.021806853582554516,0.10903426791277258,0.04672897196261682,0.021806853582554516,0.09034267912772585,0.009345794392523364,0.03426791277258567,1
sp|Q72LF4|TTUB_THET2,65,0.03076923076923077,0.0,0.03076923076923077,0.2153846153846154,0.0,0.07692307692307693,0.0,0.015384615384615385,0.03076923076923077,0.16923076923076924,0.015384615384615385,0.03076923076923077,0.046153846153846156,0.0,0.1076923076923077,0.03076923076923077,0.046153846153846156,0.15384615384615385,0.0,0.0,1
sp|Q72LL6|LYSN_THET2,397,0.10579345088161209,0.0,0.022670025188916875,0.10075566750629723,0.04785894206549118,0.0982367758186398,0.010075566750629723,0.02518891687657431,0.042821158690176324,0.14357682619647355,0.022670025188916875,0.012594458438287154,0.07052896725440806,0.03526448362720403,0.08564231738035265,0.04030226700251889,0.030226700251889168,0.07052896725440806,0.007556675062972292,0.027707808564231738,1
sp|Q746I8|IDI2_THET2,332,0.14457831325301204,0.006024096385542169,0.03313253012048193,0.09939759036144578,0.02710843373493976,0.10240963855421686,0.015060240963855422,0.030120481927710843,0.03313253012048193,0.16265060240963855,0.015060240963855422,0.018072289156626505,0.04819277108433735,0.015060240963855422,0.0963855421686747,0.015060240963855422,0.0391566265060241,0.07530120481927711,0.009036144578313253,0.015060240963855422,1
sp|Q746M7|AGO_THET2,685,0.10364963503649635,0.00291970802919708,0.040875912408759124,0.08175182481751825,0.027737226277372264,0.0948905109489051,0.024817518248175182,0.014598540145985401,0.030656934306569343,0.1678832116788321,0.008759124087591242,0.010218978102189781,0.07153284671532846,0.024817518248175182,0.11678832116788321,0.035036496350364967,0.027737226277372264,0.07007299270072993,0.02335766423357664,0.021897810218978103,1
sp|Q75UV1|NDX1_THETH,126,0.0873015873015873,0.0,0.015873015873015872,0.15873015873015872,0.047619047619047616,0.1111111111111111,0.015873015873015872,0.0,0.023809523809523808,0.14285714285714285,0.031746031746031744,0.015873015873015872,0.07936507936507936,0.0,0.0873015873015873,0.015873015873015872,0.023809523809523808,0.09523809523809523,0.031746031746031744,0.015873015873015872,1
sp|Q9RA63|CLPB_THET8,854,0.10655737704918032,0.0,0.04800936768149883,0.12646370023419204,0.01990632318501171,0.06674473067915691,0.01522248243559719,0.06323185011709602,0.05737704918032787,0.13114754098360656,0.01053864168618267,0.01405152224824356,0.03981264637002342,0.03747072599531616,0.09836065573770492,0.02810304449648712,0.03981264637002342,0.06908665105386416,0.00702576112412178,0.02107728337236534,1
tr|A0A3P4AN37|A0A3P4AN37_THETH,482,0.15767634854771784,0.002074688796680498,0.026970954356846474,0.07676348547717843,0.024896265560165973,0.12863070539419086,0.02074688796680498,0.006224066390041493,0.035269709543568464,0.17012448132780084,0.012448132780082987,0.012448132780082987,0.08298755186721991,0.008298755186721992,0.06431535269709543,0.022821576763485476,0.035269709543568464,0.08506224066390042,0.006224066390041493,0.02074688796680498,1
tr|A0A3P4ANY4|A0A3P4ANY4_THETH,396,0.15151515151515152,0.0,0.03787878787878788,0.09848484848484848,0.022727272727272728,0.08333333333333333,0.015151515151515152,0.015151515151515152,0.03535353535353535,0.13636363636363635,0.022727272727272728,0.015151515151515152,0.06060606060606061,0.010101010101010102,0.10101010101010101,0.03282828282828283,0.030303030303030304,0.09343434343434344,0.020202020202020204,0.017676767676767676,1
tr|A0A3P4AQB7|A0A3P4AQB7_THETH,399,0.09022556390977443,0.012531328320802004,0.06265664160401002,0.09022556390977443,0.02756892230576441,0.09273182957393483,0.02506265664160401,0.042606516290726815,0.03759398496240601,0.14035087719298245,0.022556390977443608,0.022556390977443608,0.045112781954887216,0.02506265664160401,0.09774436090225563,0.020050125313283207,0.05012531328320802,0.06766917293233082,0.007518796992481203,0.020050125313283207,1
